,reviews_title,reviews_text,ratings,author,stay_date
807,Great location but tiny room. ,"We had room 1923. No view other than NYC buildings tops. The room was small. The smallest room we had so far. Queen bed. A small queen! We brought food up and we had to eat on the bed. There is only a very small desk-bed table and a chair. It was annoying to dig into our luggage. There are no space to open them. No drawers.  A couple of small shelves. Tiny closet for 2 coats. A hook. A safe. Clean. Hope some day they get ride of old carpets. My dust allergic kid sneezed until I gave her a Claritin to stop the sneezing and sleep.  Its an old hotel, 30s’. It is fine hotel when travelling in the summer for a place to sleep that is right on Time Square without boots or coats to hang. By 11pm the noise from time square goes way down. We hear everything from the corridors but it was fine for our 2 nights stay. No late noisy travelers.",3,Nancy B,February 2019
808,"Thank you, mr Tex","First time in New York and I could not have chosen a better hotel. We have been very well received by Mr. Tex from the front desk. He speaks Portuguese fluently, which made communication a lot easier. But also, he was always kind and prompt to help. I highly recommend this hotel. We will definitely come back to this hotel next time we come to NYC.",5,Eliane M Fonseca,February 2019
809,"Awesome location, very friendly staff","This hotel has an incredible location. It is located right beside times square and it is walking distance from pretty much anything we wanted to visit. But what really makes it count is the friendly and supportive staff. Specially Mr. Tex from the front desk. He speaks perfect Portuguese, which made communication a lot easier for my parents who don't speak English. He was very prompt to solve any kind of small issue we had and he also gave some great tips for shopping and hanging out in the city. When a hotel has helpful and nice staff like him, it makes me feel like I am welcome to stay and makes the whole experience a lot better. It has been my third time staying in this hotel and whenever I come back to NYC this will definitely be my choice again.",5,Wellington Fonseca,February 2019
810,Great Stay,"We had a family suite on the Beautiful two room. Completely renovated. Incredibly comfy King bed. Perfect in every way. Love the reception wine hour. Meet Danny OBrien incredibly nice gentleman who runs security. Honestly, so glad we have a man of his experience protecting us. Hotel is so Tastefully deco decorated. Fantastic glad we experienced the Edison",5,Rachel G,January 2019
811,Good Hotel.....as long as you have a renovated room,"We booked a Thomas cook flexitrip which included accommodation at Hotel Edison. On arrival at the hotel we were greeted by very friendly staff who chatted to us about our stay in New York. We were given a room on the 6th floor. Unfortunately it was very disappointing. Paint was peeling off the bedroom ceiling, the bathroom was dirty and dated, the hair dryer didn't work, the safe didn't work and the plugs didn't work. The worst hotel room we had ever seen. We went back down to reception,and without being rude, mentioned that the room was not good.  They were more than happy to give us a renovated room on the 18th floor, which was much better. It was my birthday during our stay and De Marcus from Guest Relations had left a birthday gift on the 2nd day, which was very much appreciated (Thanks De Marcus). Location is right beside time square, but street noise was not an issue for us. We recommend the hotel, but only if you have a room above the 7th/8th floor. Customer service was excellent and we found the staff very helpful.",4,Paul N,February 2019
812,Thank you Robbi,"We first got to to the hotel and were immediately greeted by Robbi, the Guest Relations Ambassador. He helped us with check in and then let us know of the guest event that was starting right after we checked in. During the time of the event we saw so many exceptional employees, like Demarcus, working hard to make the guests feel welcome and taken care of. Robbi went out of his way to find out about us, and upon learning it was my son's birthday, he brought a special birthday treat to the room. We saw Robbi many times during the stay and he was helpful regarding food, shows and everything for our trip! Recommend this property to everyone!!",5,Jackson6,February 2019
813,EXCEPTIONAL EXPERIENCE AND STAY AT HOTEL EDISON @ TIMES SQUARE!,"Great stay, staff was exceptional from door greeters, bag check staff, front desk to management greeting you at the lobby. From the moment we arrived at Hotel Edison we were greeted and welcomes with genuine kindness and sincerity. The hotel front desk concierge (Justina) was absolutelty exceptional. She was so kind and helpful, even upgrading our room to a newly renevated floor with a better view FREE OF CHARGE! She also gave us pointers and tourist ideas, as it was our 1st visit to NY! We had an unbelievably excpetional experience from start to finish and Justina attributed to that. Special thanks to concierge: Skert, who was also excpetional and helped us with our bag check at the conclusion of our stay! Great Hotel, very clean and outstanding Customer Service!",5,SMQ,February 2019
814,"Nice, but could have been better...","We had a hard time checking in, our reservation made months ahead was lost. After a bit of hassel we got a room. Our reservation, that at last was found, asked for a room high up with a frige. We got a room om the second floor with a veiw of construction beeing done right outside, no frige. Not happy with this I asked for a new room, this time we got a qorner room no the 21th floor- very happy about that, but we never got the frige they prommised to send up, and stopped asking after the third day of our sin day stay. Gret location and a lovely hotel once checked in. Mostly a nice and friendly staff.",3,Stine S,October 2018
815,Thank you John ( JB) and Danny,"We have just had the most wonderful week at the Edison so much so we have decided we will be booking again very soon. Our room was spacious , very clean, comfortable bed, great shower and the bath robe was such a welcome treat. The location couldn’t be better with everything you could need on your doorstep. Sadly we lost our phone one evening and couldn’t find it anywhere. Thankfully John ( JB) and Danny went through all the laundry at the hunch it may have got caught up.  We are so grateful they were able to find it. I do find the cleaning and security staff members to be very welcoming. Thank you so much",5,Holiday lover,February 2019
816,Poor costumer service,"Great central location, however room was very grotty,  dated and very small, very little space to store our suitcases. On check in we were asked for a credit card for a $100 deposit refundable on check out, when I checked online banking $142 had been taken out. When we approached reception staff and asked why the extra had been taken out we were told it was a resort fee (none of which we were informed of prior to our stay) we then complained about the room only for Christian to be very rude and ignorant towards us. He did change our room and this second room was much nicer with more space. There was ongoing renorvations on the floor we were reallocated too but these did not cause any problems. Can not comment on food as did not eat or drink in the hotel. I am still awaiting my deposit to be refunded 4 weeks after check out, I have contacted hotel with no response!",3,gwill005,January 2019
817,"Amazing price, right across from Hamilton","We weren't sure if this was the place for us. I hate Times Square and often have trouble sleeping in a city. There were three of us - husband/wife/son. We were already paying about half what we had paid in Times Square before, but this place not only gave us an amazingly low price, but also UPGRADED us into a suite -- we had two beds in one room with a FRIDGE and MICROWAVE, and a nice giant bed in the other - TVs in both, Keruig coffee maker well stocked and nice robes - they brought up a third robe without asking once they realized there were three of us, and of course the usual toothbrushes, shaving kit, etc. The hotel had a blower which some would refer to as loud, but I didn't mind it at all. Comfortable bed, good pillows, GREAT LOCATION -- we came to see Hamilton and we could literally see the theater from our window and watch crowds' reactions as the show got out. There were several restaurants in the hotel and they gave an additional $30 off the room when we showed them our restaurant bill. The hotel was steps away from at least 4 Broadway shows -- Hamilton, Waitress, a new Motown show and something else. A five minute walk to Restaurant Row and easy walk to subways, Times Square, etc. I highly recommend this hotel and would stay again and again.",5,tourist,February 2019
818,Great hotel and even better location,"This is a great hotel with a perfect location! Would definitely recommend to anyone going to NYC!Times Square is a 2-minute walk (if that), subway stops right around the corner as well as the hard rock cafe! Honestly can't fault the hotel or the location.",5,Anna G,January 2019
819,"Bright Lights, Big City","Myself and my boyfriend visited New York on the 9th Feb 2019. We stayed at Hotel Edison for 6 nights, we arrived by normal taxi from the airport which cost roughly $70 from JFK Airport. We arrived to the hotel about 3 in the afternoon. We didn't have to queue for long as there was so many receptionist staff on the front desk. We where then taken to our room. The room was a modern basic room. There was a little note left as we where enjoying a special trip. Room was spotless and kept clean with fresh sheets and clean towels every day. The location of the hotel is situated directly on Times Square, you are within 2 minutes walk from the red steps, famously known for a good selfie. Your surrounded by the best theatres. We opted for The Lion King during our stay. There is an amazing wing restaurant directly across the road from the hotel, that I would advise trying if your a wing lover. I couldn't compliment the staff at Hotel Edison anymore than I already have. I particularly would like to thank the housekeeping staff as they kept our room spotless throughout our stay. I would 1000% will be staying at this hotel again for my next trip to NYC. Lauren",5,Lauren S,February 2019
820,"Great location, very average rooms","The location of the hotel is excellent if you want to be near Times Square. Unfortunately the hotel was not amazing. The floor we were on was terrible - carpet and furnishings were very old and smelt dirty. The bathroom was awful. The aircon was set to cool but as the temperature outside was unseasonally cold it really needed to be heated. After a few days and obviously a lot of people complaining, they fixed the heating. Unfortunately that made the rooms stifling hot. Attempting to adjust the thermostat in the rooms made no difference. The hotel staff were unable to help. They sent their ""engineers"" to the room who made some excuses that aren't even worth mentioning and that was that. Honestly we should have complained but assumed the whole hotel was like that. We did find out late in our stay that other people who were on our floor had complained and had been moved to renovated rooms on other floors. We were extremely disappointed.",2,916ldl,October 2018
821,Top Class Hotel,"Very pleased with this Hotel. Upgraded on arrival which was lovely for as we were celebrating our anniversary on this trip. The rooms were spotless and very clean. My two teenage kids had plenty of room to chill and the WiFi was fine. The rooms were cleaned daily and towels changed if required. All in all great location for everywhere, we will tell our friends and hopefully back again one day.",5,rhoadesey,February 2019
822,10 ladies on 40th birthday trip!,"After a lot of research by the Birthday lady, the Hotel Edison was chosen because of the pictures of fabulous rooms, the décor and theme of hotel and it's location to times square. we were staying for 5 night.The negatives first.. these are only my opinion and arriving back yesterday.Prior to arriving at hotel I had emailed the Hotel requesting the 2 rooms to be adjoining or close by and to include another room also made in a different booking, I had also asked about arranging things for the room. The email was never replied to and on check in we were allocated rooms on the 7th floor with the other room on floor 11, on exiting the elevator we found half the floor being renovated and we were rather disappointed with the room itself, very dated and peeling paint, the bathroom had many cracked tiles and the bath had seen much better days, After a very long day (and being very British about not complaining), we figured we were only sleeping and showering there and decided not to mention this to reception. There were 4 of us in 2 of the rooms and although the towels were changed daily, on a few days there were not enough clean ones left and only ever 3 bottles of water.. a small thing I know and sounds petty but was just strange! The good bits!Beds themselves were comfy, The lobby area is lovely and fantastic for meeting up with the other members in our party. The staff in general were friendly and helpful with any questions.Friedmans is fantastic, bar staff were very good and a comment from 2 of our party were 'the chicken wings are the best they've ever had' Drinks are very generous and the food is delicious, we loved sitting at the bar sipping our cocktails and chatting.Undecided if I would stay in this hotel again, once all rooms are refurbished and it's not pot luck on what you get given I'm sure I would as the location is great.. maybe being a bit more assertive at check in would have got us better rooms?? As a group we had a great time in New York, and made our friend's 40th birthday one to remember.",3,clarestravels2016,February 2019
823,21st Birthday present ,"Hotel right in the centre of Times Square which made everything really accessible. Fantastic hotel, staff really helpful and friendly. Room was a signature room which was extremely clean with a queen size bed that was very comfortable. Coffee machine in the room which was an added benefit. Bathroom immaculate, always had hot water in the shower. Door men particularly friendly and always great for directions.",5,sarah k,February 2019
824,Wonderful stay ay The Edison,"The Edison is in the heart if The Théâtre district snd right beside Times Square.  We were greeted l ike we were their most important guests.  Our Signature room was perfect for our stay.  Nothing fancy but certainly simply decorated , lovely bathroom.  The Hotel itself is Vintage Art Deco, simply beautiful.  Housekeeping was so accomodating.  The Bond 45, and Freidmans were both great restaurants.  The Rum House bar was so fun.  Couldn't have asked for more.",5,Elayna Z,February 2019
825,Lovely stay,"Stayed at this hotel for 7 days with my two sons, celebrating my 50th birthday. We was on the 22nd floor which gave us a good view. Lovely clean room, nice bathroom etc, bottled water, fresh coffee, tea etc. Convenient place to stay in the mids of times square, near to local shops, restaurants etc. Convenient for subways etc to visit places too.Free get together in hotel twice a week with complimentary wine and food, was nice.",4,S.L,February 2019
826,Edison is Delightful,"We really noticed The Edison Lobby greeter throughout our stay was the head of security DannyVery warm, polite and helpful. he remembers our name which makes it more personable.We even saw him accompanying an elderly taking the stairs. When checked out, he offered bottled waters for us to bring. We will definitely come back and hope to see Danny again",5,linda0103,January 2019
827,Great location,"We had a queen room, it was small but clean and comfortable. Coffee and water included at no extra cost. Right off of Broadway and Times Square and near the subway. We did not have kids on this trip but the hotel would accommodate them. We'd stay here again.",5,Aileen G,February 2019
828,First visit ,"Booked to stay here through our travel agents. On arrival we were greeted by pleasant staff at reception who explained about the refundable security deposit that would be charged to our cards. We were escorted to our rooms by a porter who carried our bags and he explained about the swipe card entry. The room was disappointing very out dated and needed a total revamp but the beds were large doubles and comfy. The bathroom was very dated but had hot running water all the time and a good shower. The hotel is very old with very pretty lobby and foyer areas and a small ornate lounge area but the rooms on the 6th floor where we stayed they need a full refurbishment. You are charging plenty for the rooms and getting lots of people to come and stay therefore you should be reinvesting cash into making all rooms worth what your charging and make them a more pleasant place to stay. We ventured into the Rum House it's very small and that dark in there we had to put our torches on our mobile phones to even see the drinks menu so we made a hasty retreat and went to Bond 45 situated within the hotel and we were greeted by lovely staff downstairs we could sit where we wanted on a Saturday night to just have a drink. We sampled the Bond Cup cocktail which was lovely and had a couple while happy hour was on 9pm till late. We didn't try the Friedman restaurant choosing to eat out . The hotel asks you to show your hotel key card every time you want to go back to your room which is a good for security purposes. Some of the staff need to communicate better or be retrained in customer service. We booked a shuttle bus at the Hotel to take us back to JFK airport were told to be in the hotel lobby for 4.55pm as the driver would be there at 5.05pm to take us the hotel concierge at 4.45pm asked people are you for Newark airport we said no JFK he said right you must go now your drivers outside so we got into the bus set off within 6 mins the hotel is demanding the taxi driver comes back as he has 11 more people to pick up the driver argues with him and rightly so apologises to us saying the staff are idiots so he us made to take us back to the hotel where 11 more people don't turn up as you couldn't get 11 on a small mini bus we were moved to another shuttle bus where we had to wait for 4 more people and only 2 turned up departing late therefore our new driver drove like a maniac through the streets where he took a detour to fill up with fuel  ( this should of been done before he even came to the hotel ) he continued to speed and weave in and out of traffic all the way to the airport absolutely scary experience for all on-board at times. For anyone reading this just book a normal New York yellow cab like we did coming from the airport we all regret not doing the same on our way back as it was shambolic.  The concierge did apologise but this fiasco shouldn't of occurred in the first place. The only good thing hotel is ideally situated for times square ,Broadway and the underground and a lot of the main tourist attractions is only a 20min walk away. But for me personally I wouldn't stay here again I would look for another one in the area",3,kh1354,February 2019
829,"Great location, Good value & overall hospitality","We spent just one night at the Hotel Edison and it was a great stay.  We were in the city for a Broadway show so we wanted something near Times Square and the Theatre district.  Overall clean, spacious, and up to date rooms, and a reasonably priced hotel in the heart of it all.  They also hosted what they called “Edison Hour” which included complimentary wine and food, which was a nice touch.  All of the hotel employees were very friendly and accommodating.",4,kak713,February 2019
830,Good location but customer service appalling!,"Where to start?! Let’s start with the positives! 1) The location is great. Literally just off Times Square you have easy access to all transportation links and many of the tourist attractions are in walking distance. 2) The rooms are spacious and clean, but in need of an update. But I think the same applies to most hotels in New York of this era- very grand entrance and reception however the rest of the hotel is a bit neglected. Our problems started at check in. The receptionist Charles/Charlie, asked to see my card for ID/security. Not a problem. The problem was he charged $100 to my card there and then without asking/telling us...which resulted in me thinking my card had been defrauded and having to call the UK to cancel my card. As you can imagine this caused massive inconvenience as it meant we were stuck in NYC without a bank card!I appreciate some hotels require a security deposit - but to take without authorisation is not acceptable. This opened up a can of worms because when my bank contacted me the next day to advise me where the transaction had occurred, we challenged this with the front desk, and instead of apologising he was incredibly rude, and bare faced lied! He said he had told ya he was charging the card. He didn’t. We were a party of 4, all stood at the desk, and not once did he say anything about any charges, yet here he was trying to put a narcissistic spin on the situation and tried to convince us that the conversation we knew 100% had occurred, hadn’t taken place- but if it did his version was correct! I advised him I wanted the money returning back to my card in the first instance. In the UK this would be classed as theft/card fraud. He refused and said he would take it off our room fees/taxes bill at checkout, which he would discount if we paid cash. Now, be careful of this, I think it’s a scam the guys on the front desk run. There are no taxes in NYC. Las Vegas yes, New York no. So obviously we challenged this. He then pressed a few buttons on his computer and quickly concocted some bull he reckoned we owed. The $100 charge he’d already taken, plus an additional $42 dollars, which we had to pay him cash for! Looking at the bill, it included WiFi (which was meant to be included in the price of our stay), and the use of a tea/coffee machine - of which there was none in our room! A completely fabricated fraudulent bill. Again, another attempt to defraud tourists! Fortunately i had saved all my booking confirmations etc, on my emails- so I told him I knew WiFi was included, he started ranting about my travel agent saying they were stupid and didn’t have a clue! I emailed the travel agent whilst at the desk, and told him I was taking this further. Travel agent confirmed there were no charges to pay, and herself lodged an official complaint against all within 24 hours of us checking in.the hotel responded to her saying this was a security deposit and would be refunded at check out. So the excuse changed again! I will also add, the bin in our bathroom had tampon wrappers in which really should’ve been emptied prior to us checking in, and the water in the room, 2 bottle, were open and used, with lipstick marks on. Not great. We literally used the hotel as a base and spent as little time in the room as possible.It was so cold. A dubious 1920s air heater blowing warm air out every hour does not suffice as heating. The windows were so cold and drafty. The pipe for the tap at the sink was also leaking and flooded the bathroom, which I reported twice and nothing was done. The day before we came home, I asked at the reception if they would mind calling our transfer company and confirming pick up time, as my mobile phone service was hot and miss. The lady at the reception said no. Point blank refused. Told me to go back up to my room and use the phone there! Considering how OTT the Americans are for customer service, the way we were treated at this hotel for the entirety of our stay was absolutely appalling! At check out, we were told the $100 would only been returned to my card after 14 working days? As they were waiving the charges? Well, they weren’t / there were no charges and they were caught on a lie!We raised a compliant when we returned home and got a poor, one paragraph response with no apology? Never again!",2,annaliese2209,February 2019
831,Perfect Perfect!,"Great location, top notch service, incredibly comfortable and well-appointed rooms. You can walk within seconds to time square. Plenty to do and see in the area. I had a corner signature  suite overlooking 8th Ave and the harbor that was perfect great staff, housekeeping wonderful. Security is  fantastic. Danny OBrien is wonderful and really makes you feel safe. Love the restaurants Bond 45 and Friedman's.Great hotel!!!",5,miravista,January 2019
832,Friendly service,I want to thank all the Edison staff and especially Christine Lin for the service. You are special! I love the Undos States and every time I go I feel more welcomed.My Aunt already stayed at the hotel and loved it.,5,Leonardo F,February 2019
833,Holiday,Lovely hotel. Great staff. Good prices. Always polite and had nice follow up email from guest relations manager. Nice touch. Customer service done as it should be. Only one small issue with room was that it was a bit noisy. But hey ho. Hotel is old and u know what they say about new york “ city never sleeps”,4,Stewi1977,February 2019
834,Great customer service,It was difficult to get the room I was trying to book for but thankfully the staff was great and helpful to accomadate it for me. Especially Eric the manager at the front desk. Excited to spend our days here.,4,Rbd,February 2019
835,Great!,"Mr. Tex's service was excellent! He talked with us in Portuguese, when he knew we are from Brazil. Muito obrigada pelo ótimo atendimento sir Tex, thank you so much! Great hotel, we intend to return soon!",5,Jessica S,February 2019
836,"Location, location but maintenance & service needs work","We picked Hotel Edison for its theater district location, specific room arrangements(2 queen bed rooms) and to avoid pet allergies. We first realized something was wrong when my daughter was told that her reservation had been “lost by Expedia.” No 2 queen bed room for her. She ended up moving to another hotel. The next day, we were told that our 2 queen room was unavailable due to a “water problem”, but we could have a king bed suite with a queen roll out couch, which we accepted. In the future, I suggest hotel staff pick 1 story, and stick to it rather than being caught in a tangled web like this. The thermostat did not work in our room. We were supplied a space heater that was adequate. Also, the coffee maker was broken. The bathroom layout is good for a small bathroom, but needs to be cleaner. Grout in shower and around sink is black. Perhaps mold? Beds were comfortable.",3,Ronni G,February 2019
837,A-MA-ZING!!,"I don't even know where to begin!  From the moment we entered, we were treated like family.  We were fortunate to arrive during Edison Hour and were treated to complimentary snacks and wine (I did TRY it De'Marcus - lol!).  When we saw the staff the following morning, not only did they remeber us, they arranged to have some ""good"" wine sent up to our room.  The Concierge was very helpful in securing theater tickets for our stay.  The hotel is in a PERFECT location.  Yes, the decor is dated, but HELLO, that's part of its charm!  It is a very clean and safe establishment.  Big shout outs go to Rommel and Robbi.  Thank you for all you did to make our stay memorable!  An even bigger shout out goes to De'Marcus!  You are on the right path, and keeping it all straight!  I cannot wait to find an excuse to come back and see you all again!",5,Denice C,February 2019
838,Wedding Anniversary ,"Had an amazing time. Staff were really friendly. Location was amazing, right on Times Square.Room was excellent. Will definitely go back.Picture is panoramic it shows Hotel Edison on right and Times Square yards away.",5,Andrew B,February 2019
839,Great hotel in a fabulous location,"Stayed here for 3 nights and found the whole experience fabulous. Beautiful room on the 9th floor, lots of facilities, clean and luxurious bedding and towels and plenty toiletries. We really felt special here during our visit. Easy and professional check in and out. Staff very nice and helpful. I would recommend this also for location, right in the heart of Times Square. Just an overall amazing experience.",5,GAILKELLY,February 2019
840,Hotel cancelled our booking ,"Arrived after a long day and flight, excited to drop off our bags and go exploring. After queuing for about twenty minutes to check in, we were advised that our booking had been cancelled by the booking agency three days before and that the hotel was now fully booked and could not accommodate us. They said they would try to find out why it had been cancelled, but that we should try to call ourselves as they were having trouble getting through on the phone. A family member back in the UK contacted the travel company on their emergency number, who advised that despite our booking being confirmed and paid in full, it appeared that it was in fact the hotel who had cancelled and had even refunded the money to the agency! It took two hours for our family member to get the agency to find us another hotel a taxi ride away. We will obviously take this up with our agency when we get home, but the hotel denied any knowledge of the cancellation, changed their story several times, denied all responsibility, and left it to us - one pensioner and two middle aged women, alone in New York, to find somewhere to stay. Interesting to read that this is not the first time this has happened at this hotel.",1,GilloKing,February 2019
841,Great base,"Great hotel, great location, nice bedroom, good night sleep, the rum bar had great music I would definitely recommend here, as a family, with friends or as a couple, didn't try the food so can't comment",5,nadia83Iow,February 2019
842,No record of our booking,"Booked and paid for a signature room 5 months ago, checked in and told there's no record of our reservation (through an agent) despite me having a copy of the confirmation. No signature rooms available and maybe we can get moved tomorrow. Not good!",1,Laura B,February 2019
843,Love Times Square and Edison,We booked a Classic room and the room we got was nothing like advertised. Very old and run down. Tiny tiny bathroom with no bath. Decayed door frames and dirty sheets. After complaining we were given a much nicer room which we were happy with. The Edison is located right near Times Square which was great. Nice little cafes and restaurants nearby as well. Christine and deMarco from Guest Relations were super friendly and helpful when I needed assistance printing some tickets. They were both so approachable and had great smiles. Thank you guys. We loved our stay here.,4,Doonab62,February 2019
844,Anniversary surprise ,"We have just recently arrived home from our stay here. I highly recommend this hotel. Our stay from start to finish was excellent. I messaged the hotel a week before our stay to see if we could upgrade our room as it was a 10 year anniversary surprise for my husband. He didn't have a clue about our trip. We also had our 7 year old son travelling with us as well as i wanted him to experience New York with us. Upon arrival at the hotel we were greeted with a friendly smile and told we had been given an upgrade by  management for our anniversary. We were swiftly taken to our room by one of the portering staff who helped us with our cases. Our room was lovely, clean and very spacious. The shower was so good and the beds very comfortable. We didn't really have much of a view, but your not there to sit in your room all day. We had someone from hospitality come to our room to give us some gifts, courtesy of the hotel for our anniversary and also some gifts for our son as well, which I thought was a nice touch. Staff were always lovely and polite as we were out first thing and arriving back late on at night. This hotel has a perfect central location and we will be definitely be staying here again. We thoroughly enjoyed our stay here and also loved the city",5,ZippyHughes,February 2019
845,Great location,"Hotel Edison is situated just off Times Square in the heart of Broadway area. Hotel is pretty Art Deco style, clean, staff great, particularly the friendly doormen. Good security going up to bedrooms. Room average size, plenty of space for 2 in double room, bathroom quite small but adequate. Has a walk in closet which is roomy but no light to see what you are doing so need your phone torch with you. Bed really comfortable, had great nights sleep. Ideal situation to see all New York sites with a great base to return to. Easy to walk to lots of major landmarks. Adjoining Italian restaurant lovely if a little pricey as is all things in NY. Great bar just down the street. Good value for money, would definitely return and recommend if you want to be in the centre of things.",5,IrelandCleo,January 2019
846,Complimentary Upgrade,"We spend 3 nights at the Edison Hotel Times Square. Check in was quick and easy. The staff at reception were very pleasant and we're aware that we were celebrating our anniversary, so we were upgraded to a recently decorated room on the 17th floor. In the room we had a nice note and some complimentary items, including an Edison Bear and cookies, which was a lovely touch. The decor in the room was modern, and had everything we required for a 3 night stay. The hotel occupies a great location, just off Times Square, so you are close to all the tourist attractions in Manhattan. You can get to the hotel from JFK by taking the air train to Jamaica, then getting a subway to either 50th or 42nd street. If we are back in NYC and looking for a hotel at Times Square, I will look at booking the Edison again.",4,MrDonMac,February 2019
847,Made my sisters 21st so special!!,I emailed the Hotel Edison as it is my sisters 21st while she is staying there and I asked if they could do something extra special for her. De’Marcus Woods sorted her out. My sister has loved her stay there and I’ll definitely be staying there next time I go. De’Marcus went above and beyond. Thank you so much De’Marcus Woods and Hotel Edison! Definitely recommend you too everyone.,5,ashleighmoore2,February 2019
848,Amazing Customer Service!!!,We stayed at Hotel Edison for our 15th anniversary. It was myself my husband and my kids. It is in the heart of Times Square without the Times Square price tag. First let me say that their security is great. You can not access the elevator to your room without showing your key card. So we felt super safe. What stands out the most to me is the way they made us feel. Their customer service is unparalleled! They made sure we were taken care of in every way. I spoke with several people by phone before we arrived and had airport transfers and dinner plans set before we ever reached the city. Steven was able to help me with getting part of my party checked in early by phone and even called up to the room the night we checked to make sure everything was as promised. Today is our last day and even on the way out the do the not disappoint. Eric was really helpful with check out and was able to answer my questions in a way that helped my understand everything I needed to know. He truly made our transition to another hotel super smooth. (They were booked for our last night so we switched hotels.) I am so disappointed sad to leave but when we come back I will not stay anywhere else but Hotel Edison. We had an amazing time and the way this hotel treated us was the beat part of our trip!,5,Rob3speach,February 2019
849,Good Hotel trouble at start of it ,"When we arrived at the hotel, wife went to reception and check in.  We had a bit of a problem as we were advised that we need a bank card to check in for security in case the room was damage. Mine wife explain to the women at the desk saying we didn't have any bank card and it never was in book detail. The women behind the desk was been rude to mine wife say if you dont have a card you cant check in mean we would have to sleep out in the strees. After a while asking to see the manager, she came out and spoken to my wife about which took anthor 10 mins but we got shorted and we didn't need the card.  The manager left and the women check yous in. When we arrived at the room 30 min later about the card issues we must have got the must small room ever which wasent and issues the problem was, there was issues with room its self from damage door, paint falling of the ceiling, cables laying around for some to trip.  So I went down since time and explain the staff member which i think was called Dave and told him what was wrong and I had to say he was more help than women my wife at the desk.  He ask to go too the other women at reception, explain the issues, which she then give me a new room and ask me to check it out first if its any better and I have to say it was.Everything after that, from the first issues was good, nice staff, great location and good security. But at the start was not happy how the staff member spoken to my wife and the first room we got",4,os221,February 2019
850,Affordable central hotel with great service,"Hotel Edison is my go-to hotel in New York City. As a theater lover, it's so convenient to be in the heart of the theater district. (As an added bonus, I am always given a room over looking the Richard Rogers Theater - Hamilton is my favorite show.) Service is always spectacular. As an added bonus there are parties in the lobby on Tuesday and Saturday evenings - wine, snacks and free entertainment. My one draw back on previous trips had been spotty internet, but the hotel has invested in upgrading their service and I had no problems with wifi this trip, even when streaming video from home.",4,Gerri M,November 2018
851,Very Convenient & Safe Hotel,"It’s located in the heart of Midtown , hoping distance to time square Very Safe , no one can pass the security to the elevator without showing the Room card or permission granted from the room , it’s a impressive security system Very nice bedding and comfy And It’s a VERY BUSY Hotel but front desk does their best to serve as fast as they can Highly Recommended",3,BasithZarook,January 2019
852,Perfect location but..,"This Hotel was perfect for location! Right on times square, and was easy enough to get anywhere form there.When we arrived, we had the pleasure of the 'Edison hour' they do on Thursdays, it was complimentary drinks, buffet style food & live music from 5-6pm. We were just checking in and a member of staff made us aware of it and 'not to miss out' after we had checked in. He was lovely and very enthusiastic!Other than the first night arriving and the great location, the rest of the stay wasn't worth it.The hotel rooms were outdated. They looked very old, eerie and needed some proper revamping done and they were tiny. I felt like I needed a shower after the thought of having to have a shower in their stinking bathrooms.. There was a slight draft coming in from the windows as well.The staff there (apart from 1 security man, and a handful of reception/lobby staff) were not helpful and just plain rude - especially the concierge woman, someone needs to up her salary for a smile.Probably wouldn't go back, but the location was perfect!",2,Amie H,February 2019
853,Great location ,"Returned to NYC for the 5th time with one of my best friends for a girls holiday and was looking forward to my stay at Hotel Edison after it being highly recommended by several friends/family members who have stayed here.On arrival we were told that check in was at 3pm and no rooms were available. Then we were told we could check in early for a $60 fee so rooms obviously were available but our faces didn’t fit and ‘Zenorina’ didn’t want to give us a room early.After a long flight and being up for nearly 16 hours we were desperate to drop our bags off and crash for a while so reluctantly i agreed to pay the additional fee. The room we were given on the 14th floor was unacceptable. No enamel on the bathtub, hole in the bathroom door - it was very disappointing so we were moved (without fuss) to another room on the 5th floor. Again the room wasn’t much better - mouldy walls and exposed wiring/broken tiles in the bathroom but due to the tiredness we stayed put. The following day i was still unhappy with our room. I understand that i paid for an early check in & not a room upgrade but honestly the rooms aren’t worth what people are paying for them anyway. Thankfully a very helpful and apologetic Melissa moved us for the 3rd time - thank you so much. Positives: Melissa on reception. Security friendly and polite & the concierge were also very helpful in arranging a trip to Woodbury Common & our transport back to the airport. Location great.Tips: make sure you have booked a refurbed room - ask for higher floor - VERY noisy. Due to the issues with our room and the pure rudeness and ignorance of certain staff i will not be staying at The Edison on my return to NYC.",3,BCD,February 2019
